SlNo,SIGNAL_NAME,SIGNAL_STATUS,SIGNAL_TIME
4863,OMBTPR,Up,05/19/2025 07:53:28:687
4864,101ATPR,Down,05/19/2025 07:53:37:765
4865,04_14TPR,Down,05/19/2025 07:53:49:359
4866,OMATPR,Up,05/19/2025 07:53:52:140
4867,OMTPR,Up,05/19/2025 07:53:52:234
4868,16TPR,Down,05/19/2025 07:54:00:906
4869,111BTPR,Up,05/19/2025 07:54:01:093
4870,UD_STBD.BPAC_VPR1,Down,05/19/2025 07:54:02:875
4871,UD_STBD.BPAC_VPR2,Down,05/19/2025 07:54:02:906
4872,H01TPR,Down,05/19/2025 07:54:07:109
4873,C01TPR,Down,05/19/2025 07:54:13:140
4874,104RDKR,Down,05/19/2025 07:54:15:562
4875,111CTPR,Up,05/19/2025 07:54:17:359
4876,104NDKR,Up,05/19/2025 07:54:18:562
4877,103BTPR,Up,05/19/2025 07:54:27:015
4878,101ATPR,Up,05/19/2025 07:54:34:546
4879,04_14TPR,Up,05/19/2025 07:54:42:796
4880,16TPR,Up,05/19/2025 07:54:47:546
4881,H01TPR,Up,05/19/2025 07:54:53:156
4882,C01TPR,Up,05/19/2025 07:54:57:421
4883,107NDKR,Down,05/19/2025 08:01:20:937
4884,107RDKR,Up,05/19/2025 08:01:23:984
4885,101BTPR,Down,05/19/2025 08:01:55:468
4886,101BTPR,Up,05/19/2025 08:02:22:609
4887,103NDKR,Down,05/19/2025 08:02:55:203
4888,103RDKR,Up,05/19/2025 08:02:58:953
4889,101NDKR,Down,05/19/2025 08:04:40:578
4890,101RDKR,Up,05/19/2025 08:04:44:109
4891,101BTPR,Down,05/19/2025 08:05:25:484
4892,101ATPR,Down,05/19/2025 08:05:43:921
4893,101BTPR,Up,05/19/2025 08:05:49:750
4894,103BTPR,Down,05/19/2025 08:06:05:343
4895,101ATPR,Up,05/19/2025 08:06:10:531
4896,103ATPR,Down,05/19/2025 08:06:29:078
4897,103BTPR,Up,05/19/2025 08:06:33:984
4898,105BTPR,Down,05/19/2025 08:06:51:328
4899,103ATPR,Up,05/19/2025 08:06:55:843
4900,105BTPR,Up,05/19/2025 08:07:35:765
4901,103RDKR,Down,05/19/2025 08:07:54:703
4902,101RDKR,Down,05/19/2025 08:07:56:796
4903,103NDKR,Up,05/19/2025 08:07:58:218
4904,101NDKR,Up,05/19/2025 08:08:00:203
4905,105BTPR,Down,05/19/2025 08:13:54:421
4906,UD_STBD.BPAC_VPR2,Up,05/19/2025 08:21:43:656
4907,UD_STBD.BPAC_VPR1,Up,05/19/2025 08:21:43:750
4908,UD_GDRA.BPAC_VPR1,Down,05/19/2025 08:27:41:593
4909,UD_GDRA.BPAC_VPR2,Down,05/19/2025 08:27:41:625
4910,UD_GDRA.BPAC_VPR,Down,05/19/2025 08:27:42:890
4911,C02TPR,Down,05/19/2025 08:51:13:421
4912,H02TPR,Down,05/19/2025 08:51:22:765
4913,15TPR,Down,05/19/2025 08:51:33:515
4914,03_13TPR,Down,05/19/2025 08:51:44:234
4915,102BTPR,Down,05/19/2025 08:52:02:984
4916,104BTPR,Down,05/19/2025 08:52:10:734
4917,OMTPR,Down,05/19/2025 08:52:31:875
4918,OMCTPR,Down,05/19/2025 08:52:31:890
4919,C02TPR,Up,05/19/2025 08:52:48:062
4920,H02TPR,Up,05/19/2025 08:53:00:640
4921,OMBTPR,Down,05/19/2025 08:53:09:312
4922,UD_GDRA.BPAC_VPR2,Up,05/19/2025 08:53:11:703
4923,UD_GDRA.BPAC_VPR1,Up,05/19/2025 08:53:11:968
4924,UD_GDRA.BPAC_VPR,Up,05/19/2025 08:53:12:921
4925,15TPR,Up,05/19/2025 08:53:16:750
4926,103ATPR,Down,05/19/2025 08:53:27:890
4927,03_13TPR,Up,05/19/2025 08:55:15:453
4928,OMATPR,Down,05/19/2025 08:55:41:062
4929,102BTPR,Up,05/19/2025 08:55:41:625
4930,105NDKR,Down,05/19/2025 08:55:49:921
4931,104BTPR,Up,05/19/2025 08:56:53:953
4932,104NDKR,Down,05/19/2025 08:57:08:968
4933,104RDKR,Up,05/19/2025 08:57:11:921
4934,111BTPR,Down,05/19/2025 08:58:04:609
4935,111CTPR,Down,05/19/2025 08:58:33:171
4936,OMCTPR,Up,05/19/2025 08:58:43:312
4937,103BTPR,Down,05/19/2025 08:59:05:984
4938,OMBTPR,Up,05/19/2025 08:59:13:703
4939,101ATPR,Down,05/19/2025 08:59:21:687
4940,04_14TPR,Down,05/19/2025 08:59:33:046
4941,OMATPR,Up,05/19/2025 08:59:36:265
4942,OMTPR,Up,05/19/2025 08:59:36:359
4943,16TPR,Down,05/19/2025 08:59:44:625
4944,111BTPR,Up,05/19/2025 08:59:45:218
4945,UD_STBD.BPAC_VPR1,Down,05/19/2025 08:59:46:593
4946,UD_STBD.BPAC_VPR2,Down,05/19/2025 08:59:46:656
4947,H01TPR,Down,05/19/2025 08:59:50:937
4948,C01TPR,Down,05/19/2025 08:59:57:218
4949,111CTPR,Up,05/19/2025 09:00:02:078
4950,103BTPR,Up,05/19/2025 09:00:12:468
4951,101ATPR,Up,05/19/2025 09:00:20:640
4952,04_14TPR,Up,05/19/2025 09:00:29:562
4953,16TPR,Up,05/19/2025 09:00:34:625
4954,H01TPR,Up,05/19/2025 09:00:40:171
4955,C01TPR,Up,05/19/2025 09:00:44:578
4956,104RDKR,Down,05/19/2025 09:04:34:843
4957,104NDKR,Up,05/19/2025 09:04:37:828
4958,105BTPR,Up,05/19/2025 09:13:50:234
4959,105RDKR,Up,05/19/2025 09:15:00:062
4960,105RDKR,Down,05/19/2025 09:15:05:234
4961,105NDKR,Up,05/19/2025 09:15:08:625
4962,105NDKR,Down,05/19/2025 09:15:18:796
4963,105RDKR,Up,05/19/2025 09:15:22:015
4964,105RDKR,Down,05/19/2025 09:15:29:937
4965,105NDKR,Up,05/19/2025 09:15:33:343
4966,105NDKR,Down,05/19/2025 09:16:21:734
4967,105RDKR,Up,05/19/2025 09:17:00:843
4968,105RDKR,Down,05/19/2025 09:17:06:875
4969,105RDKR,Up,05/19/2025 09:17:33:671
4970,105RDKR,Down,05/19/2025 09:17:37:890
4971,105RDKR,Up,05/19/2025 09:18:18:515
4972,105RDKR,Down,05/19/2025 09:18:23:031
4973,105RDKR,Up,05/19/2025 09:18:46:234
4974,105RDKR,Down,05/19/2025 09:18:53:140
4975,105RDKR,Up,05/19/2025 09:19:13:031
4976,UD_GDRA.BPAC_VPR2,Down,05/19/2025 09:25:00:656
4977,UD_GDRA.BPAC_VPR1,Down,05/19/2025 09:25:00:671
4978,UD_GDRA.BPAC_VPR,Down,05/19/2025 09:25:01:890
4979,UD_STBD.BPAC_VPR2,Up,05/19/2025 09:27:41:453
4980,UD_STBD.BPAC_VPR1,Up,05/19/2025 09:27:41:546
4981,105RDKR,Up,05/19/2025 09:41:10:796
4982,105RDKR,Down,05/19/2025 09:41:15:000
4983,105NDKR,Up,05/19/2025 09:42:11:140
4984,105NDKR,Down,05/19/2025 09:43:00:968
4985,105NDKR,Up,05/19/2025 09:43:21:312
4986,105NDKR,Down,05/19/2025 09:43:28:078
4987,105RDKR,Up,05/19/2025 09:44:16:843
4988,105RDKR,Down,05/19/2025 09:44:22:546
4989,105NDKR,Up,05/19/2025 09:44:25:984
4990,105NDKR,Down,05/19/2025 09:44:33:046
4991,105RDKR,Up,05/19/2025 09:44:36:328
4992,105RDKR,Down,05/19/2025 09:44:45:140
4993,105NDKR,Up,05/19/2025 09:44:48:578
4994,108NDKR,Down,05/19/2025 09:45:10:359
4995,102NDKR,Down,05/19/2025 09:45:10:390
4996,106NDKR,Down,05/19/2025 09:45:10:390
4997,108RDKR,Up,05/19/2025 09:45:13:265
4998,102RDKR,Up,05/19/2025 09:45:13:421
4999,106RDKR,Up,05/19/2025 09:45:13:484
5000,C02TPR,Down,05/19/2025 09:48:50:968
5001,H02TPR,Down,05/19/2025 09:49:01:734
5002,15TPR,Down,05/19/2025 09:49:14:468
5003,03_13TPR,Down,05/19/2025 09:49:28:015
5004,102BTPR,Down,05/19/2025 09:49:57:062
5005,102ATPR,Down,05/19/2025 09:50:15:078
5006,106BTPR,Down,05/19/2025 09:50:33:625
5007,106ATPR,Down,05/19/2025 09:50:49:359
5008,108BTPR,Down,05/19/2025 09:51:04:359
5009,108ATPR,Down,05/19/2025 09:51:16:359
5010,C02TPR,Up,05/19/2025 09:51:29:812
5011,GL1AC_U1_VPR,Down,05/19/2025 09:51:30:109
5012,GL1AC_VPR,Down,05/19/2025 09:51:30:125
5013,GL1AC_U2_VPR,Down,05/19/2025 09:51:30:406
5014,H02TPR,Up,05/19/2025 09:51:54:453
5015,UD_GDRA.BPAC_VPR2,Up,05/19/2025 09:52:13:765
5016,UD_GDRA.BPAC_VPR1,Up,05/19/2025 09:52:14:281
5017,UD_GDRA.BPAC_VPR,Up,05/19/2025 09:52:14:812
5018,15TPR,Up,05/19/2025 09:52:21:765
5019,03_13TPR,Up,05/19/2025 09:53:16:843
5020,102BTPR,Up,05/19/2025 09:53:35:171
5021,102ATPR,Up,05/19/2025 09:53:51:421
5022,106BTPR,Up,05/19/2025 09:54:09:187
5023,106ATPR,Up,05/19/2025 09:54:30:406
5024,108BTPR,Up,05/19/2025 09:54:52:062
5025,108ATPR,Up,05/19/2025 09:55:33:781
5026,108RDKR,Down,05/19/2025 09:55:54:656
5027,108NDKR,Up,05/19/2025 09:55:57:718
5028,106RDKR,Down,05/19/2025 09:56:00:046
5029,102RDKR,Down,05/19/2025 09:56:19:046
5030,102NDKR,Up,05/19/2025 09:56:22:140
5031,106RDKR,Up,05/19/2025 09:56:27:859
5032,106RDKR,Down,05/19/2025 09:56:34:062
5033,106NDKR,Up,05/19/2025 09:56:37:750
5034,106NDKR,Down,05/19/2025 09:56:45:546
5035,106RDKR,Up,05/19/2025 09:56:48:640
5036,106RDKR,Down,05/19/2025 09:56:54:859
5037,106NDKR,Up,05/19/2025 09:56:59:140
5038,107RDKR,Down,05/19/2025 09:58:06:218
5039,107NDKR,Up,05/19/2025 09:58:09:187
5040,103NDKR,Down,05/19/2025 10:22:00:406
5041,105BTPR,Down,05/19/2025 10:41:12:343
5042,103ATPR,Down,05/19/2025 10:42:04:750
5043,105BTPR,Up,05/19/2025 10:49:24:531
5044,UD_STBD.BPAC_VPR2,Down,05/19/2025 11:03:55:140
5045,UD_STBD.BPAC_VPR1,Down,05/19/2025 11:03:55:203
5046,103BTPR,Down,05/19/2025 11:09:37:718
5047,103ATPR,Up,05/19/2025 11:24:50:140
5048,103ATPR,Down,05/19/2025 11:36:21:578
5049,103BTPR,Up,05/19/2025 11:36:40:437
5050,C01TPR,Down,05/19/2025 11:37:25:734
5051,105BTPR,Down,05/19/2025 11:47:15:062
5052,103ATPR,Up,05/19/2025 11:47:21:843
5053,105BTPR,Up,05/19/2025 11:48:21:875
5054,103NDKR,Up,05/19/2025 11:52:00:765
5055,103NDKR,Down,05/19/2025 11:52:49:812
5056,103RDKR,Up,05/19/2025 11:52:53:578
5057,103RDKR,Down,05/19/2025 11:52:58:203
5058,103NDKR,Up,05/19/2025 11:53:01:734
5059,103NDKR,Down,05/19/2025 11:53:16:328
5060,103RDKR,Up,05/19/2025 11:53:21:093
5061,103RDKR,Down,05/19/2025 11:53:49:359
5062,103NDKR,Up,05/19/2025 11:53:52:875
5063,H01TPR,Down,05/19/2025 11:57:33:390
5064,16TPR,Down,05/19/2025 11:57:57:328
5065,04_14TPR,Down,05/19/2025 11:58:14:328
5066,101ATPR,Down,05/19/2025 11:58:39:078
5067,103BTPR,Down,05/19/2025 11:59:03:656
5068,111CTPR,Down,05/19/2025 11:59:43:734
5069,C01TPR,Up,05/19/2025 11:59:55:140
5070,H01TPR,Up,05/19/2025 12:00:12:609
5071,UD_STBD.BPAC_VPR2,Up,05/19/2025 12:00:22:093
5072,UD_STBD.BPAC_VPR1,Up,05/19/2025 12:00:22:187
5073,16TPR,Up,05/19/2025 12:00:25:484
5074,111BTPR,Down,05/19/2025 12:00:28:109
5075,OMATPR,Down,05/19/2025 12:00:45:734
5076,OMTPR,Down,05/19/2025 12:00:45:734
5077,04_14TPR,Up,05/19/2025 12:00:47:968
5078,101ATPR,Up,05/19/2025 12:01:10:718
5079,OMBTPR,Down,05/19/2025 12:01:32:484
5080,103BTPR,Up,05/19/2025 12:01:43:218
5081,OMCTPR,Down,05/19/2025 12:02:40:968
5082,111CTPR,Up,05/19/2025 12:02:51:812
5083,111BTPR,Up,05/19/2025 12:03:14:015
5084,103NDKR,Down,05/19/2025 12:03:25:312
5085,104BTPR,Down,05/19/2025 12:03:27:265
5086,103RDKR,Up,05/19/2025 12:03:29:109
5087,103RDKR,Down,05/19/2025 12:03:33:703
5088,103NDKR,Up,05/19/2025 12:03:37:250
5089,OMATPR,Up,05/19/2025 12:03:40:125
5090,102BTPR,Down,05/19/2025 12:03:42:046
5091,03_13TPR,Down,05/19/2025 12:03:46:656
5092,103NDKR,Down,05/19/2025 12:03:47:609
5093,103RDKR,Up,05/19/2025 12:03:51:390
5094,15TPR,Down,05/19/2025 12:03:56:750
5095,OMBTPR,Up,05/19/2025 12:03:57:796
5096,103RDKR,Down,05/19/2025 12:03:58:406
5097,UD_GDRA.BPAC_VPR1,Down,05/19/2025 12:03:58:546
5098,UD_GDRA.BPAC_VPR2,Down,05/19/2025 12:03:58:656
5099,UD_GDRA.BPAC_VPR,Down,05/19/2025 12:03:59:781
5100,H02TPR,Down,05/19/2025 12:04:02:359
5101,C02TPR,Down,05/19/2025 12:04:07:781
5102,OMCTPR,Up,05/19/2025 12:04:14:125
5103,OMTPR,Up,05/19/2025 12:04:14:234
5104,103RDKR,Up,05/19/2025 12:04:24:265
5105,104BTPR,Up,05/19/2025 12:04:25:218
5106,102BTPR,Up,05/19/2025 12:04:29:593
5107,103RDKR,Down,05/19/2025 12:04:33:625
5108,103NDKR,Up,05/19/2025 12:04:37:171
5109,03_13TPR,Up,05/19/2025 12:04:40:375
5110,15TPR,Up,05/19/2025 12:04:47:062
5111,103NDKR,Down,05/19/2025 12:04:50:843
5112,H02TPR,Up,05/19/2025 12:04:53:703
5113,C02TPR,Up,05/19/2025 12:04:59:593
5114,103NDKR,Up,05/19/2025 12:05:14:875
5115,103NDKR,Down,05/19/2025 12:05:21:500
5116,103RDKR,Up,05/19/2025 12:05:25:281
5117,103RDKR,Down,05/19/2025 12:05:32:343
5118,103NDKR,Up,05/19/2025 12:05:35:890
5119,103NDKR,Down,05/19/2025 12:05:46:500
5120,103RDKR,Up,05/19/2025 12:05:50:281
5121,105NDKR,Down,05/19/2025 12:05:55:500
5122,105RDKR,Up,05/19/2025 12:05:58:812
5123,105RDKR,Down,05/19/2025 12:06:03:687
5124,105NDKR,Up,05/19/2025 12:06:07:171
5125,105NDKR,Down,05/19/2025 12:09:44:921
5126,105RDKR,Up,05/19/2025 12:09:48:234
5127,107NDKR,Down,05/19/2025 12:09:50:312
5128,107RDKR,Up,05/19/2025 12:09:53:375
5129,107ATPR,Down,05/19/2025 12:11:49:500
5130,107BTPR,Down,05/19/2025 12:12:39:125
5131,107ATPR,Up,05/19/2025 12:12:56:046
5132,105ATPR,Down,05/19/2025 12:12:58:875
5133,107BTPR,Up,05/19/2025 12:13:07:859
5134,105BTPR,Down,05/19/2025 12:13:15:937
5135,105ATPR,Up,05/19/2025 12:13:27:968
5136,106NDKR,Down,05/19/2025 12:13:31:906
5137,106RDKR,Up,05/19/2025 12:13:35:031
5138,106RDKR,Down,05/19/2025 12:13:39:750
5139,103ATPR,Down,05/19/2025 12:13:44:046
5140,106NDKR,Up,05/19/2025 12:13:50:796
5141,105BTPR,Up,05/19/2025 12:13:53:046
5142,106NDKR,Down,05/19/2025 12:13:57:812
5143,106RDKR,Up,05/19/2025 12:14:00:921
5144,106RDKR,Down,05/19/2025 12:14:05:312
5145,103BTPR,Down,05/19/2025 12:14:05:546
5146,103ATPR,Up,05/19/2025 12:14:14:328
5147,101ATPR,Down,05/19/2025 12:14:27:375
5148,103BTPR,Up,05/19/2025 12:14:36:187
5149,106RDKR,Up,05/19/2025 12:14:53:984
5150,04_14TPR,Down,05/19/2025 12:14:54:359
5151,101ATPR,Up,05/19/2025 12:14:59:703
5152,16TPR,Down,05/19/2025 12:15:14:343
5153,UD_STBD.BPAC_VPR1,Down,05/19/2025 12:15:17:328
5154,UD_STBD.BPAC_VPR2,Down,05/19/2025 12:15:17:437
5155,04_14TPR,Up,05/19/2025 12:15:18:656
5156,H01TPR,Down,05/19/2025 12:15:24:078
5157,16TPR,Up,05/19/2025 12:15:28:078
5158,C01TPR,Down,05/19/2025 12:15:33:593
5159,H01TPR,Up,05/19/2025 12:15:37:750
5160,C01TPR,Up,05/19/2025 12:15:44:843
5161,106RDKR,Down,05/19/2025 12:15:51:281
5162,106NDKR,Up,05/19/2025 12:15:57:078
5163,105RDKR,Down,05/19/2025 12:22:40:125
5164,105NDKR,Up,05/19/2025 12:22:44:375
5165,105BTPR,Down,05/19/2025 12:24:34:812
5166,103ATPR,Down,05/19/2025 12:25:05:390
5167,105BTPR,Up,05/19/2025 12:25:08:484
5168,103BTPR,Down,05/19/2025 12:25:20:796
5169,103ATPR,Up,05/19/2025 12:25:24:531
5170,101ATPR,Down,05/19/2025 12:25:37:625
5171,103BTPR,Up,05/19/2025 12:25:41:093
5172,04_14TPR,Down,05/19/2025 12:26:00:531
5173,101ATPR,Up,05/19/2025 12:26:04:109
5174,103RDKR,Down,05/19/2025 12:26:14:031
5175,103NDKR,Up,05/19/2025 12:26:17:640
5176,111NDKR,Down,05/19/2025 12:26:50:734
5177,111RDKR,Up,05/19/2025 12:26:53:687
5178,UD_GDRA.BPAC_VPR2,Up,05/19/2025 12:27:09:781
5179,UD_GDRA.BPAC_VPR1,Up,05/19/2025 12:27:10:218
5180,UD_GDRA.BPAC_VPR,Up,05/19/2025 12:27:11:156
5181,101ATPR,Down,05/19/2025 12:27:22:875
5182,04_14TPR,Up,05/19/2025 12:27:26:531
5183,103BTPR,Down,05/19/2025 12:27:48:218
5184,101ATPR,Up,05/19/2025 12:27:52:015
5185,111CTPR,Down,05/19/2025 12:28:20:250
5186,111CTPR,Up,05/19/2025 12:28:20:265
5187,111CTPR,Down,05/19/2025 12:28:20:296
5188,103BTPR,Up,05/19/2025 12:28:23:953
5189,111BTPR,Down,05/19/2025 12:29:07:500
5190,111CTPR,Up,05/19/2025 12:29:10:953
5191,111ATPR,Down,05/19/2025 12:29:19:140
5192,111BTPR,Up,05/19/2025 12:29:22:625
5193,01ATPR,Down,05/19/2025 12:29:31:656
5194,01ATPR,Up,05/19/2025 12:29:31:671
5195,01ATPR,Down,05/19/2025 12:29:31:687
5196,01TPR,Down,05/19/2025 12:29:31:703
5197,111ATPR,Up,05/19/2025 12:29:35:156
5198,111RDKR,Down,05/19/2025 12:29:42:953
5199,111NDKR,Up,05/19/2025 12:29:45:921
5200,104NDKR,Down,05/19/2025 12:29:49:578
5201,104RDKR,Up,05/19/2025 12:29:52:531
5202,104RDKR,Down,05/19/2025 12:30:01:312
5203,104NDKR,Up,05/19/2025 12:30:04:281
5204,113NDKR,Down,05/19/2025 12:30:32:609
5205,113RDKR,Up,05/19/2025 12:30:35:515
5206,111ATPR,Down,05/19/2025 12:31:07:812
5207,01ATPR,Up,05/19/2025 12:31:12:250
5208,01TPR,Up,05/19/2025 12:31:12:343
5209,113TPR,Down,05/19/2025 12:31:30:078
5210,111ATPR,Up,05/19/2025 12:31:33:500
5211,113TPR,Up,05/19/2025 12:31:44:390
5212,113RDKR,Down,05/19/2025 12:32:00:531
5213,113NDKR,Up,05/19/2025 12:32:03:515
5214,107RDKR,Down,05/19/2025 12:33:18:796
5215,107NDKR,Up,05/19/2025 12:33:21:890
5216,UD_STBD.BPAC_VPR2,Up,05/19/2025 12:41:13:828
5217,UD_STBD.BPAC_VPR1,Up,05/19/2025 12:41:14:328
5218,106NDKR,Down,05/19/2025 12:45:51:703
5219,106RDKR,Up,05/19/2025 12:45:54:812
5220,106RDKR,Down,05/19/2025 12:46:04:062
5221,106RDKR,Up,05/19/2025 12:47:03:515
5222,106RDKR,Down,05/19/2025 12:47:11:796
5223,106NDKR,Up,05/19/2025 12:47:14:953
5224,106NDKR,Down,05/19/2025 12:47:46:437
5225,106RDKR,Up,05/19/2025 12:47:49:546
5226,106RDKR,Down,05/19/2025 12:48:01:453
5227,106RDKR,Up,05/19/2025 12:48:21:531
5228,106RDKR,Down,05/19/2025 12:48:27:046
5229,106NDKR,Up,05/19/2025 12:48:30:218
5230,106NDKR,Down,05/19/2025 12:48:44:500
5231,106RDKR,Up,05/19/2025 12:48:47:640
5232,106RDKR,Down,05/19/2025 12:48:54:156
5233,106NDKR,Up,05/19/2025 12:48:57:312
5234,UD_GDRA.BPAC_VPR1,Down,05/19/2025 13:43:30:343
5235,UD_GDRA.BPAC_VPR2,Down,05/19/2025 13:43:30:921
5236,UD_GDRA.BPAC_VPR,Down,05/19/2025 13:43:31:953
5237,UD_STBD.BPAC_VPR1,Down,05/19/2025 13:54:57:796
5238,UD_STBD.BPAC_VPR2,Down,05/19/2025 13:54:57:843
5239,104NDKR,Down,05/19/2025 13:58:26:531
5240,104RDKR,Up,05/19/2025 13:58:29:437
5241,C02TPR,Down,05/19/2025 14:01:15:140
5242,H02TPR,Down,05/19/2025 14:01:21:484
5243,15TPR,Down,05/19/2025 14:01:28:781
5244,C02TPR,Up,05/19/2025 14:01:36:062
5245,03_13TPR,Down,05/19/2025 14:01:36:156
5246,H02TPR,Up,05/19/2025 14:01:43:984
5247,UD_GDRA.BPAC_VPR2,Up,05/19/2025 14:01:51:406
5248,102BTPR,Down,05/19/2025 14:01:51:609
5249,UD_GDRA.BPAC_VPR1,Up,05/19/2025 14:01:51:687
5250,UD_GDRA.BPAC_VPR,Up,05/19/2025 14:01:52:656
5251,15TPR,Up,05/19/2025 14:01:54:593
5252,104BTPR,Down,05/19/2025 14:01:59:578
5253,104ATPR,Down,05/19/2025 14:02:09:484
5254,03_13TPR,Up,05/19/2025 14:02:14:078
5255,01CTPR,Down,05/19/2025 14:02:20:718
5256,01TPR,Down,05/19/2025 14:02:20:718
5257,102BTPR,Up,05/19/2025 14:02:22:296
5258,104BTPR,Up,05/19/2025 14:02:32:390
5259,104ATPR,Up,05/19/2025 14:02:43:984
5260,01BTPR,Down,05/19/2025 14:02:56:890
5261,104RDKR,Down,05/19/2025 14:03:00:796
5262,104NDKR,Up,05/19/2025 14:03:03:843
5263,01CTPR,Up,05/19/2025 14:03:24:984
5264,C01TPR,Down,05/19/2025 14:28:08:765
5265,H01TPR,Down,05/19/2025 14:28:17:796
5266,16TPR,Down,05/19/2025 14:28:28:000
5267,04_14TPR,Down,05/19/2025 14:28:37:546
5268,101ATPR,Down,05/19/2025 14:28:53:328
5269,103BTPR,Down,05/19/2025 14:29:06:890
5270,111CTPR,Down,05/19/2025 14:29:23:062
5271,C01TPR,Up,05/19/2025 14:29:31:625
5272,H01TPR,Up,05/19/2025 14:29:40:750
5273,UD_STBD.BPAC_VPR2,Up,05/19/2025 14:29:46:890
5274,UD_STBD.BPAC_VPR1,Up,05/19/2025 14:29:46:937
5275,111BTPR,Down,05/19/2025 14:29:47:046
5276,16TPR,Up,05/19/2025 14:29:49:187
5277,OMATPR,Down,05/19/2025 14:29:58:328
5278,OMTPR,Down,05/19/2025 14:29:58:328
5279,04_14TPR,Up,05/19/2025 14:30:03:671
5280,101ATPR,Up,05/19/2025 14:30:15:890
5281,OMBTPR,Down,05/19/2025 14:30:22:093
5282,103BTPR,Up,05/19/2025 14:30:30:406
5283,OMCTPR,Down,05/19/2025 14:30:45:500
5284,111CTPR,Up,05/19/2025 14:30:52:265
5285,111BTPR,Up,05/19/2025 14:31:02:609
5286,104BTPR,Down,05/19/2025 14:31:08:843
5287,102BTPR,Down,05/19/2025 14:31:23:343
5288,OMATPR,Up,05/19/2025 14:31:24:515
5289,03_13TPR,Down,05/19/2025 14:31:28:812
5290,15TPR,Down,05/19/2025 14:31:42:125
5291,UD_GDRA.BPAC_VPR1,Down,05/19/2025 14:31:44:546
5292,UD_GDRA.BPAC_VPR2,Down,05/19/2025 14:31:44:671
5293,UD_GDRA.BPAC_VPR,Down,05/19/2025 14:31:45:906
5294,OMBTPR,Up,05/19/2025 14:31:46:843
5295,H02TPR,Down,05/19/2025 14:31:49:984
5296,C02TPR,Down,05/19/2025 14:31:57:718
5297,OMCTPR,Up,05/19/2025 14:32:09:875
5298,OMTPR,Up,05/19/2025 14:32:09:968
5299,104BTPR,Up,05/19/2025 14:32:24:203
5300,102BTPR,Up,05/19/2025 14:32:29:906
5301,03_13TPR,Up,05/19/2025 14:32:43:093
5302,15TPR,Up,05/19/2025 14:32:50:796
5303,H02TPR,Up,05/19/2025 14:32:58:218
5304,C02TPR,Up,05/19/2025 14:33:04:484
5305,UD_STBD.BPAC_VPR1,Down,05/19/2025 14:35:39:015
5306,UD_STBD.BPAC_VPR2,Down,05/19/2025 14:35:39:359
5307,UD_GDRA.BPAC_VPR2,Up,05/19/2025 15:00:58:093
5308,UD_GDRA.BPAC_VPR1,Up,05/19/2025 15:00:58:906
5309,UD_GDRA.BPAC_VPR,Up,05/19/2025 15:00:59:296
5310,C01TPR,Down,05/19/2025 15:01:44:265
5311,H01TPR,Down,05/19/2025 15:01:52:546
5312,16TPR,Down,05/19/2025 15:02:02:343
5313,04_14TPR,Down,05/19/2025 15:02:11:937
5314,101ATPR,Down,05/19/2025 15:02:28:937
5315,103BTPR,Down,05/19/2025 15:02:44:859
5316,111CTPR,Down,05/19/2025 15:03:06:046
5317,C01TPR,Up,05/19/2025 15:03:13:093
5318,H01TPR,Up,05/19/2025 15:03:26:484
5319,UD_STBD.BPAC_VPR2,Up,05/19/2025 15:03:35:234
5320,UD_STBD.BPAC_VPR1,Up,05/19/2025 15:03:35:390
5321,16TPR,Up,05/19/2025 15:03:38:703
5322,111BTPR,Down,05/19/2025 15:03:40:359
5323,OMATPR,Down,05/19/2025 15:03:58:046
5324,OMTPR,Down,05/19/2025 15:03:58:046
5325,04_14TPR,Up,05/19/2025 15:04:01:281
5326,101ATPR,Up,05/19/2025 15:04:22:468
5327,OMBTPR,Down,05/19/2025 15:04:36:875
5328,103BTPR,Up,05/19/2025 15:04:44:015
5329,OMCTPR,Down,05/19/2025 15:05:04:343
5330,111CTPR,Up,05/19/2025 15:05:08:218
5331,111BTPR,Up,05/19/2025 15:05:17:859
5332,104BTPR,Down,05/19/2025 15:05:25:515
5333,OMATPR,Up,05/19/2025 15:05:35:890
5334,102BTPR,Down,05/19/2025 15:05:37:062
5335,03_13TPR,Down,05/19/2025 15:05:41:093
5336,15TPR,Down,05/19/2025 15:05:50:687
5337,OMBTPR,Up,05/19/2025 15:05:52:125
5338,UD_GDRA.BPAC_VPR1,Down,05/19/2025 15:05:52:531
5339,UD_GDRA.BPAC_VPR2,Down,05/19/2025 15:05:52:640
5340,UD_GDRA.BPAC_VPR,Down,05/19/2025 15:05:53:640
5341,H02TPR,Down,05/19/2025 15:05:56:500
5342,C02TPR,Down,05/19/2025 15:06:02:187
5343,OMCTPR,Up,05/19/2025 15:06:09:187
5344,OMTPR,Up,05/19/2025 15:06:09:281
5345,104BTPR,Up,05/19/2025 15:06:19:781
5346,102BTPR,Up,05/19/2025 15:06:23:875
5347,03_13TPR,Up,05/19/2025 15:06:33:500
5348,15TPR,Up,05/19/2025 15:06:39:187
5349,H02TPR,Up,05/19/2025 15:06:44:656
5350,C02TPR,Up,05/19/2025 15:06:49:312
5351,104NDKR,Down,05/19/2025 15:26:49:500
5352,104RDKR,Up,05/19/2025 15:26:52:437
5353,UD_GDRA.BPAC_VPR1,Up,05/19/2025 15:27:52:984
